type,event,id,created_at,modified_at
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.2; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0"", ""ip"": ""29.50.152.249"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/1""}",81,2025-01-31 12:54:29.645074,2025-01-31 12:54:29.645074
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (Windows NT 6.2; en-US; rv:1.9.2.20) Gecko/2013-09-20 12:34:22 Firefox/3.8"", ""ip"": ""69.39.188.193"", ""customer-id"": null, ""product"": 8, ""position"": 4}",82,2025-01-31 12:54:29.738427,2025-01-31 12:54:29.738427
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows NT 6.2; en-US; rv:1.9.2.20) Gecko/2013-09-20 12:34:22 Firefox/3.8"", ""ip"": ""69.39.188.193"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/8"", ""referrer"": ""https://gonzalez.com""}",83,2025-01-31 12:54:29.771470,2025-01-31 12:54:29.771470
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0)"", ""ip"": ""222.242.162.56"", ""customer-id"": null, ""product"": 3, ""position"": 5}",84,2025-01-31 12:54:29.835203,2025-01-31 12:54:29.835203
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0)"", ""ip"": ""222.242.162.56"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/3"", ""referrer"": ""https://google.com""}",85,2025-01-31 12:54:29.866875,2025-01-31 12:54:29.866875
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1)"", ""ip"": ""24.2.191.92"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com""}",86,2025-01-31 12:54:29.927337,2025-01-31 12:54:29.927337
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1)"", ""ip"": ""24.2.191.92"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",87,2025-01-31 12:54:29.988197,2025-01-31 12:54:29.988197
ADD_PRODUCT_TO_CART,"{""product"": 11, ""customer-id"": 2}",1400,2025-01-31 12:56:06.234024,2025-01-31 12:56:06.234024
ADD_PRODUCT_TO_CART,"{""product"": 4, ""customer-id"": 81}",1743,2025-01-31 12:56:33.212545,2025-01-31 12:56:33.212545
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_6 rv:2.0; ce-RU) AppleWebKit/531.16.2 (KHTML, like Gecko) Version/4.1 Safari/531.16.2"", ""ip"": ""204.212.76.211"", ""customer-id"": null, ""product"": 14, ""position"": 2}",88,2025-01-31 12:54:30.093654,2025-01-31 12:54:30.093654
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_6 rv:2.0; ce-RU) AppleWebKit/531.16.2 (KHTML, like Gecko) Version/4.1 Safari/531.16.2"", ""ip"": ""204.212.76.211"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/14"", ""referrer"": ""https://austin.com""}",89,2025-01-31 12:54:30.125386,2025-01-31 12:54:30.125386
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.1.5 (KHTML, like Gecko) Version/5.0.1 Safari/532.1.5"", ""ip"": ""70.20.245.23"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/8""}",90,2025-01-31 12:54:30.248803,2025-01-31 12:54:30.248803
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1)"", ""ip"": ""34.222.176.195"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://russell.com""}",91,2025-01-31 12:54:30.281674,2025-01-31 12:54:30.281674
SEARCH,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1)"", ""ip"": ""34.222.176.195"", ""customer-id"": null, ""query"": ""User-friendly modular standardization""}",92,2025-01-31 12:54:30.354928,2025-01-31 12:54:30.354928
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/5.0.1 Safari/535.14.2"", ""ip"": ""93.222.194.240"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",93,2025-01-31 12:54:30.421086,2025-01-31 12:54:30.421086
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/5.0.1 Safari/535.14.2"", ""ip"": ""93.222.194.240"", ""customer-id"": null, ""product"": 9, ""position"": 2}",94,2025-01-31 12:54:30.482768,2025-01-31 12:54:30.482768
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/5.0.1 Safari/535.14.2"", ""ip"": ""93.222.194.240"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/9""}",95,2025-01-31 12:54:30.534238,2025-01-31 12:54:30.534238
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.871.0 Safari/532.2"", ""ip"": ""216.199.213.180"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com""}",96,2025-01-31 12:54:30.594460,2025-01-31 12:54:30.594460
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.871.0 Safari/532.2"", ""ip"": ""216.199.213.180"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/11""}",97,2025-01-31 12:54:30.668311,2025-01-31 12:54:30.668311
PAGE_VIEW,"{""user-agent"": ""Opera/8.15.(X11; Linux x86_64; sq-ML) Presto/2.9.171 Version/12.00"", ""ip"": ""73.86.129.69"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/10""}",98,2025-01-31 12:54:30.780000,2025-01-31 12:54:30.780000
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/15.0.893.0 Mobile/07I220 Safari/535.2"", ""ip"": ""17.204.39.157"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://velez.com""}",99,2025-01-31 12:54:30.813853,2025-01-31 12:54:30.813853
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/15.0.893.0 Mobile/07I220 Safari/535.2"", ""ip"": ""17.204.39.157"", ""customer-id"": null, ""product"": 12, ""position"": 4}",100,2025-01-31 12:54:30.883130,2025-01-31 12:54:30.883130
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/15.0.893.0 Mobile/07I220 Safari/535.2"", ""ip"": ""17.204.39.157"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/12""}",101,2025-01-31 12:54:30.916574,2025-01-31 12:54:30.916574
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/32.0.857.0 Mobile/82S857 Safari/531.2"", ""ip"": ""78.14.243.9"", ""customer-id"": null, ""product"": 5, ""position"": 3}",102,2025-01-31 12:54:31.005247,2025-01-31 12:54:31.005247
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/32.0.857.0 Mobile/82S857 Safari/531.2"", ""ip"": ""78.14.243.9"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/5"", ""referrer"": ""https://henderson-summers.com""}",103,2025-01-31 12:54:31.038088,2025-01-31 12:54:31.038088
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows NT 4.0; kok-IN; rv:1.9.1.20) Gecko/2014-10-02 17:41:48 Firefox/3.8"", ""ip"": ""1.129.30.192"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/6""}",104,2025-01-31 12:54:31.069881,2025-01-31 12:54:31.069881
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0)"", ""ip"": ""169.9.11.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/1""}",105,2025-01-31 12:54:31.103068,2025-01-31 12:54:31.103068
ADD_PRODUCT_TO_CART,"{""product"": 4, ""customer-id"": 40}",106,2025-01-31 12:54:31.135466,2025-01-31 12:54:31.135466
VISIT_RECENTLY_VISITED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/32.0.800.0 Mobile/55U948 Safari/532.1"", ""ip"": ""169.17.86.14"", ""customer-id"": null, ""product"": 11, ""position"": 3}",107,2025-01-31 12:54:31.167526,2025-01-31 12:54:31.167526
SIGN_UP_SUCCESS,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/32.0.800.0 Mobile/55U948 Safari/532.1"", ""ip"": ""169.17.86.14"", ""customer-id"": 40}",108,2025-01-31 12:54:31.329490,2025-01-31 12:54:31.329490
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/32.0.800.0 Mobile/55U948 Safari/532.1"", ""ip"": ""169.17.86.14"", ""customer-id"": 40, ""page"": ""https://xcc-webshop.com/products/11""}",109,2025-01-31 12:54:31.365588,2025-01-31 12:54:31.365588
PAGE_VIEW,"{""user-agent"": ""Opera/9.65.(Windows NT 10.0; is-IS) Presto/2.9.169 Version/12.00"", ""ip"": ""222.9.30.32"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",110,2025-01-31 12:54:31.426972,2025-01-31 12:54:31.426972
PAGE_VIEW,"{""user-agent"": ""Opera/9.65.(Windows NT 10.0; is-IS) Presto/2.9.169 Version/12.00"", ""ip"": ""222.9.30.32"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/20""}",111,2025-01-31 12:54:31.487794,2025-01-31 12:54:31.487794
PAGE_VIEW,"{""user-agent"": ""Opera/9.18.(Windows NT 5.01; gl-ES) Presto/2.9.171 Version/10.00"", ""ip"": ""1.17.231.101"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/3""}",112,2025-01-31 12:54:31.583018,2025-01-31 12:54:31.583018
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/15.0.823.0 Safari/532.2"", ""ip"": ""192.34.181.113"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://williams.com""}",113,2025-01-31 12:54:31.643858,2025-01-31 12:54:31.643858
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/15.0.823.0 Safari/532.2"", ""ip"": ""192.34.181.113"", ""customer-id"": null, ""query"": ""Function-based clear-thinking framework""}",114,2025-01-31 12:54:31.704850,2025-01-31 12:54:31.704850
SEARCH,"{""user-agent"": ""Opera/8.78.(X11; Linux x86_64; tt-RU) Presto/2.9.181 Version/12.00"", ""ip"": ""6.83.148.180"", ""customer-id"": null, ""query"": ""Proactive 5thgeneration structure""}",115,2025-01-31 12:54:31.773042,2025-01-31 12:54:31.773042
ADD_PRODUCT_TO_CART,"{""product"": 3, ""customer-id"": 101}",1747,2025-01-31 12:56:33.551712,2025-01-31 12:56:33.551712
REMOVE_PRODUCT_FROM_CART,"{""product"": 14, ""customer-id"": null}",1891,2025-01-31 12:56:44.261382,2025-01-31 12:56:44.261382
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.6v9041.0 Mobile/53Q595 Safari/536.2"", ""ip"": ""120.195.117.62"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",117,2025-01-31 12:54:31.906999,2025-01-31 12:54:31.906999
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0)"", ""ip"": ""188.23.103.128"", ""customer-id"": null, ""product"": 11, ""position"": 2}",118,2025-01-31 12:54:32.004952,2025-01-31 12:54:32.004952
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0)"", ""ip"": ""188.23.103.128"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/11"", ""referrer"": ""https://google.com""}",119,2025-01-31 12:54:32.042889,2025-01-31 12:54:32.042889
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/61.0.841.0 Safari/536.1"", ""ip"": ""80.213.248.117"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",120,2025-01-31 12:54:32.083654,2025-01-31 12:54:32.083654
SEARCH,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/61.0.841.0 Safari/536.1"", ""ip"": ""80.213.248.117"", ""customer-id"": null, ""query"": ""Balanced dedicated capability""}",121,2025-01-31 12:54:32.147788,2025-01-31 12:54:32.147788
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Android 3.2.2; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0"", ""ip"": ""44.213.252.202"", ""customer-id"": null, ""query"": ""Exclusive attitude-oriented software""}",122,2025-01-31 12:54:32.356626,2025-01-31 12:54:32.356626
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0)"", ""ip"": ""98.144.147.209"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://green-lowe.biz""}",123,2025-01-31 12:54:32.392793,2025-01-31 12:54:32.392793
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0)"", ""ip"": ""98.144.147.209"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",124,2025-01-31 12:54:32.455490,2025-01-31 12:54:32.455490
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-03-10 02:43:00 Firefox/3.8"", ""ip"": ""184.122.154.210"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",125,2025-01-31 12:54:32.489855,2025-01-31 12:54:32.489855
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-03-10 02:43:00 Firefox/3.8"", ""ip"": ""184.122.154.210"", ""customer-id"": null, ""product"": 10, ""position"": 3}",126,2025-01-31 12:54:32.555913,2025-01-31 12:54:32.555913
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-03-10 02:43:00 Firefox/3.8"", ""ip"": ""184.122.154.210"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/10""}",127,2025-01-31 12:54:32.592866,2025-01-31 12:54:32.592866
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2010-03-03 15:50:17 Firefox/3.6.2"", ""ip"": ""38.81.122.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/10""}",128,2025-01-31 12:54:32.698056,2025-01-31 12:54:32.698056
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/57.0.801.0 Safari/531.0"", ""ip"": ""181.100.231.3"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",129,2025-01-31 12:54:32.734114,2025-01-31 12:54:32.734114
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/57.0.801.0 Safari/531.0"", ""ip"": ""181.100.231.3"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/15""}",130,2025-01-31 12:54:32.803092,2025-01-31 12:54:32.803092
PAGE_VIEW,"{""user-agent"": ""Opera/8.80.(Windows NT 6.2; wa-BE) Presto/2.9.175 Version/11.00"", ""ip"": ""129.95.69.110"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://gonzalez.com""}",131,2025-01-31 12:54:32.838961,2025-01-31 12:54:32.838961
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Opera/8.80.(Windows NT 6.2; wa-BE) Presto/2.9.175 Version/11.00"", ""ip"": ""129.95.69.110"", ""customer-id"": null, ""product"": 9, ""position"": 5}",132,2025-01-31 12:54:32.907278,2025-01-31 12:54:32.907278
PAGE_VIEW,"{""user-agent"": ""Opera/8.80.(Windows NT 6.2; wa-BE) Presto/2.9.175 Version/11.00"", ""ip"": ""129.95.69.110"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/9""}",133,2025-01-31 12:54:32.939961,2025-01-31 12:54:32.939961
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)"", ""ip"": ""180.132.226.163"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",134,2025-01-31 12:54:33.000262,2025-01-31 12:54:33.000262
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)"", ""ip"": ""180.132.226.163"", ""customer-id"": null, ""product"": 11, ""position"": 2}",135,2025-01-31 12:54:33.061315,2025-01-31 12:54:33.061315
SIGN_UP_SUCCESS,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)"", ""ip"": ""180.132.226.163"", ""customer-id"": 55}",136,2025-01-31 12:54:33.221083,2025-01-31 12:54:33.221083
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)"", ""ip"": ""180.132.226.163"", ""customer-id"": 55, ""page"": ""https://xcc-webshop.com/products/11""}",137,2025-01-31 12:54:33.252526,2025-01-31 12:54:33.252526
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/10.4f7305.0 Mobile/36H336 Safari/536.0"", ""ip"": ""122.21.138.175"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://scott.com""}",138,2025-01-31 12:54:33.317192,2025-01-31 12:54:33.317192
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/10.4f7305.0 Mobile/36H336 Safari/536.0"", ""ip"": ""122.21.138.175"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/11""}",139,2025-01-31 12:54:33.388425,2025-01-31 12:54:33.388425
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1)"", ""ip"": ""142.65.107.20"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/6""}",140,2025-01-31 12:54:33.494952,2025-01-31 12:54:33.494952
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Opera/8.32.(X11; Linux x86_64; te-IN) Presto/2.9.180 Version/12.00"", ""ip"": ""34.132.185.228"", ""customer-id"": null, ""product"": 14, ""position"": 1}",141,2025-01-31 12:54:33.608991,2025-01-31 12:54:33.608991
PAGE_VIEW,"{""user-agent"": ""Opera/8.32.(X11; Linux x86_64; te-IN) Presto/2.9.180 Version/12.00"", ""ip"": ""34.132.185.228"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/14"", ""referrer"": ""https://cox.com""}",142,2025-01-31 12:54:33.646568,2025-01-31 12:54:33.646568
PAGE_VIEW,"{""user-agent"": ""Opera/8.44.(X11; Linux i686; apn-IN) Presto/2.9.181 Version/10.00"", ""ip"": ""162.85.38.216"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://smith.org""}",143,2025-01-31 12:54:33.710563,2025-01-31 12:54:33.710563
SEARCH,"{""user-agent"": ""Opera/8.44.(X11; Linux i686; apn-IN) Presto/2.9.181 Version/10.00"", ""ip"": ""162.85.38.216"", ""customer-id"": null, ""query"": ""Implemented asymmetric frame""}",144,2025-01-31 12:54:33.771697,2025-01-31 12:54:33.771697
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_0 rv:4.0; tk-TM) AppleWebKit/533.34.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.34.3"", ""ip"": ""107.201.128.235"", ""customer-id"": null, ""product"": 12, ""position"": 2}",145,2025-01-31 12:54:33.894759,2025-01-31 12:54:33.894759
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.1.4 (KHTML, like Gecko) Version/4.0.3 Safari/534.1.4"", ""ip"": ""129.250.216.242"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",172,2025-01-31 12:54:35.547388,2025-01-31 12:54:35.547388
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_0 rv:4.0; tk-TM) AppleWebKit/533.34.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.34.3"", ""ip"": ""107.201.128.235"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/12"", ""referrer"": ""https://williams.com""}",146,2025-01-31 12:54:33.927531,2025-01-31 12:54:33.927531
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.863.0 Safari/534.2"", ""ip"": ""155.72.180.101"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://williams.com""}",147,2025-01-31 12:54:33.987993,2025-01-31 12:54:33.987993
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.863.0 Safari/534.2"", ""ip"": ""155.72.180.101"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/3""}",148,2025-01-31 12:54:34.047747,2025-01-31 12:54:34.047747
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.871.0 Safari/535.2"", ""ip"": ""151.103.154.50"", ""customer-id"": null, ""product"": 8, ""position"": 3}",149,2025-01-31 12:54:34.109869,2025-01-31 12:54:34.109869
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.871.0 Safari/535.2"", ""ip"": ""151.103.154.50"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/8"", ""referrer"": ""https://schmidt.com""}",150,2025-01-31 12:54:34.141895,2025-01-31 12:54:34.141895
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/42.0.879.0 Mobile/94T006 Safari/534.0"", ""ip"": ""158.150.139.111"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",151,2025-01-31 12:54:34.175205,2025-01-31 12:54:34.175205
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/42.0.879.0 Mobile/94T006 Safari/534.0"", ""ip"": ""158.150.139.111"", ""customer-id"": null, ""product"": 1, ""position"": 6}",152,2025-01-31 12:54:34.242679,2025-01-31 12:54:34.242679
SIGN_UP_SUCCESS,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/42.0.879.0 Mobile/94T006 Safari/534.0"", ""ip"": ""158.150.139.111"", ""customer-id"": 66}",153,2025-01-31 12:54:34.403120,2025-01-31 12:54:34.403120
